Accident_Severity,Time,Road_Surface_Conditions,Weather_Conditions,Urban_or_Rural_Area,Number_of_Vehicles
3,"17:41",Dry,"Fine without high winds",1,2
3,"16:30",Dry,"Fine without high winds",1,2
3,"16:30",Dry,"Fine without high winds",1,3
3,"21:20",Dry,"Fine without high winds",1,1
3,"19:25",Dry,"Fine without high winds",1,3
3,"10:30",Wet,"Raining without high winds",1,3
3,"06:40",Dry,"Fine without high winds",1,2
3,"19:45",Dry,"Fine without high winds",1,2
3,"15:30",Dry,"Fine without high winds",1,2
3,"06:40",Wet,"Fine without high winds",1,2
3,"12:01",Dry,"Fine without high winds",1,1
3,"11:40",Dry,"Fine without high winds",1,2
2,"17:40",Dry,"Fine without high winds",1,2
3,"16:30",Dry,"Fine without high winds",1,2
3,"18:00",Dry,"Fine without high winds",1,1
3,"05:40",Wet,"Raining without high winds",1,2
3,"19:30",Dry,"Fine without high winds",1,1
3,"15:10",Wet,"Raining without high winds",1,1
3,"12:00",Wet,"Raining without high winds",1,1
3,"17:25",Wet,"Raining without high winds",1,2
3,"20:12",Dry,"Fine without high winds",1,2
3,"20:46",Wet,"Raining without high winds",1,1
2,"13:15",Dry,"Fine without high winds",1,2
3,"12:40",Dry,"Fine without high winds",1,2
3,"05:24",Wet,"Other",1,2
3,"10:58",Dry,"Fine without high winds",1,1
3,"22:00",Dry,"Fine without high winds",1,2
3,"08:43",Dry,"Fine without high winds",1,1
3,"12:34",Dry,"Fine without high winds",1,1
3,"08:22",Dry,"Fine without high winds",1,1
3,"18:30",Dry,"Fine without high winds",1,2
3,"14:35",Dry,"Fine without high winds",1,3
3,"11:50",Wet,"Raining without high winds",1,3
3,"14:05",Wet,"Other",1,4
3,"01:45",Dry,"Fine without high winds",1,3
3,"17:11",Wet,"Raining without high winds",1,2
3,"16:48",Dry,"Fine without high winds",1,2
2,"23:20",Dry,"Fine without high winds",1,1
3,"21:50",Wet,"Raining without high winds",1,4
3,"18:35",Dry,"Fine without high winds",1,1
3,"12:00",Dry,"Fine without high winds",1,2
3,"13:35",Dry,"Fine without high winds",1,2
3,"16:50",Dry,"Fine without high winds",1,2
3,"22:50",Wet,"Raining without high winds",1,2
3,"14:30",Wet,"Fine without high winds",1,2
3,"20:00",Wet,"Raining without high winds",1,2
3,"17:05",Wet,"Raining without high winds",1,1
2,"10:48",Dry,"Fine without high winds",1,1
3,"11:05",Dry,"Fine without high winds",1,1
3,"18:44",Dry,"Fine without high winds",1,2
3,"16:50",Dry,"Fine without high winds",1,1
3,"19:19",Dry,"Fine without high winds",1,2
3,"15:30",Dry,"Fine without high winds",1,2
2,"17:40",Dry,"Fine without high winds",1,2
3,"11:30",Dry,"Fine without high winds",1,2
3,"17:20",Dry,"Fine without high winds",1,1
3,"15:08",Wet,"Raining without high winds",1,3
3,"21:00",Dry,"Fine without high winds",1,2
3,"17:50",Dry,"Fine without high winds",1,2
3,"00:05",Dry,"Fine without high winds",2,1
2,"18:10",Dry,"Fine without high winds",1,1
3,"23:36",Wet,"Raining without high winds",1,2
3,"18:30",Dry,"Fine without high winds",1,1
3,"09:25",Dry,"Fine without high winds",1,2
3,"19:45",Dry,"Fine without high winds",1,2
3,"01:00",Wet,"Fine without high winds",2,1
3,"21:11",Dry,"Fine without high winds",1,1
2,"11:15",Dry,"Fine without high winds",1,1
3,"21:30",Dry,"Fine without high winds",1,2
3,"19:14",Dry,"Fine without high winds",2,2
3,"13:05",Dry,"Fine without high winds",1,2
3,"09:30",Dry,"Fine without high winds",1,2
3,"16:10",Wet,"Raining without high winds",1,1
2,"04:21",Dry,"Fine without high winds",1,1
3,"14:16",Dry,"Fine without high winds",1,1
3,"21:23",Wet,"Raining without high winds",2,2
3,"15:05",Dry,"Fine without high winds",1,2
2,"16:58",Dry,"Fine without high winds",1,1
3,"13:00",Dry,"Fine without high winds",1,2
2,"12:19",Dry,"Fine without high winds",1,1
3,"18:15",Dry,"Fine without high winds",1,2
3,"15:50",Wet,"Raining without high winds",1,2
3,"11:32",Dry,"Fine without high winds",1,1
3,"23:15",Dry,"Fine without high winds",1,2
3,"13:30",Dry,"Fine without high winds",1,2
3,"21:00",Dry,"Fine without high winds",1,2
3,"18:30",Wet,"Raining without high winds",1,2
3,"12:30",Dry,"Fine without high winds",1,2
3,"19:35",Dry,"Fine without high winds",1,1
2,"22:21",Wet,"Raining without high winds",1,2
3,"21:20",Dry,"Fine without high winds",1,1
3,"18:15",Dry,"Fine without high winds",1,3
3,"20:50",Dry,"Fine without high winds",1,2
3,"00:08",Wet,"Raining without high winds",1,1
3,"13:34",Dry,"Fine without high winds",1,1
3,"17:43",Dry,"Fine without high winds",1,2
3,"12:10",Dry,"Fine without high winds",1,2
3,"19:30",Dry,"Fine without high winds",1,2
3,"02:23",Wet,"Fine without high winds",1,2
3,"08:30",Dry,"Fine without high winds",1,2
2,"10:05",Dry,"Fine without high winds",1,2
3,"05:05",Dry,"Fine without high winds",1,3
3,"16:45",Wet,"Raining without high winds",1,2
3,"15:00",Dry,"Fine without high winds",1,2
3,"14:20",Dry,"Fine without high winds",1,2
3,"09:30",Dry,"Fine without high winds",1,3
3,"13:30",Dry,"Fine without high winds",1,1
3,"10:15",Dry,"Fine without high winds",1,2
2,"00:05",Dry,"Fine without high winds",1,2
2,"00:01",Wet,"Raining without high winds",2,1
3,"21:30",Wet,"Raining without high winds",1,2
3,"02:41",Wet,"Raining without high winds",1,1
3,"10:50",Wet,"Raining without high winds",1,2
3,"11:31",Dry,"Fine without high winds",1,1
3,"08:10",Dry,"Fine without high winds",1,2
2,"15:50",Dry,"Fine without high winds",1,1
3,"13:48",Dry,"Fine without high winds",1,2
3,"16:39",Dry,"Fine without high winds",1,2
3,"19:40",Dry,"Fine without high winds",1,2
3,"16:57",Dry,"Fine without high winds",1,2
3,"08:30",Dry,"Fine without high winds",1,2
3,"23:30",Dry,"Fine without high winds",1,1
3,"08:00",Dry,"Fine without high winds",1,2
3,"13:21",Dry,"Fine without high winds",1,3
2,"16:23",Dry,"Fine without high winds",1,1
3,"13:40",Dry,"Fine without high winds",1,1
3,"15:31",Dry,"Fine without high winds",1,1
3,"13:55",Dry,"Fine without high winds",1,2
3,"15:06",Dry,"Fine without high winds",1,1
3,"10:00",Wet,"Fine without high winds",1,1
3,"13:15",Dry,"Fine without high winds",1,2
3,"12:12",Dry,"Fine without high winds",1,2
3,"19:05",Dry,"Fine without high winds",1,2
3,"20:15",Dry,"Fine without high winds",1,3
3,"21:20",Dry,"Fine without high winds",1,2
3,"22:07",Wet,"Raining without high winds",1,2
3,"10:59",Dry,"Fine without high winds",1,3
3,"12:45",Dry,"Fine without high winds",1,2
3,"14:00",Dry,"Fine without high winds",1,2
3,"18:30",Wet,"Raining without high winds",1,2
3,"08:10",Wet,"Raining without high winds",1,2
3,"22:30",Dry,"Fine without high winds",1,2
3,"12:00",Dry,"Fine without high winds",1,3
3,"18:45",Dry,"Fine without high winds",1,2
3,"14:15",Dry,"Fine without high winds",1,2
3,"18:59",Dry,"Fine without high winds",1,2
3,"19:49",Dry,"Fine without high winds",1,1
3,"15:55",Dry,"Fine without high winds",1,2
3,"13:10",Dry,"Fine without high winds",1,2
3,"12:30",Dry,"Fine without high winds",1,2
3,"16:40",Dry,"Fine without high winds",1,2
3,"22:30",Dry,"Fine without high winds",1,2
3,"16:05",Dry,"Fine without high winds",1,1
3,"14:30",Dry,"Fine without high winds",1,2
3,"17:15",Wet,"Raining without high winds",1,2
3,"16:06",Dry,"Fine without high winds",1,1
3,"16:15",Dry,"Fine without high winds",1,2
3,"14:34",Dry,"Fine without high winds",1,3
3,"11:50",Dry,"Fine without high winds",1,2
3,"08:55",Dry,"Fine without high winds",1,2
3,"10:00",Wet,"Raining without high winds",1,2
2,"00:15",Wet,"Raining without high winds",1,2
3,"23:16",Wet,"Fine without high winds",1,1
3,"20:15",Dry,"Fine without high winds",1,1
3,"15:15",Dry,"Fine without high winds",1,1
3,"12:58",Dry,"Fine without high winds",1,2
3,"12:40",Dry,"Fine without high winds",1,2
3,"08:20",Dry,"Fine without high winds",1,2
3,"12:04",Dry,"Fine without high winds",1,1
3,"00:23",Dry,"Fine without high winds",1,1
2,"10:35",Dry,"Fine without high winds",1,1
3,"18:00",Dry,"Fine without high winds",1,1
3,"17:25",Dry,"Fine without high winds",1,1
3,"07:30",Dry,"Fine without high winds",1,1
3,"05:00",Dry,"Fine without high winds",1,2
2,"20:01",Dry,"Fine without high winds",1,1
2,"08:22",Dry,"Fine without high winds",1,2
3,"15:00",Dry,"Fine without high winds",1,1
2,"02:14",Wet,"Fine without high winds",1,1
3,"20:25",Dry,"Fine without high winds",1,2
2,"08:56",Dry,"Fine without high winds",1,2
3,"16:52",Wet,"Raining without high winds",1,2
3,"12:00",Dry,"Fine without high winds",1,2
3,"18:00",Dry,"Fine without high winds",1,2
3,"09:05",Dry,"Fine without high winds",1,1
3,"06:48",Dry,"Fine without high winds",1,2
3,"00:15",Dry,"Fine without high winds",1,2
3,"03:50",Dry,"Fine without high winds",1,2
3,"13:42",Dry,"Fine without high winds",1,2
3,"23:15",Wet,"Raining without high winds",1,2
3,"16:28",Dry,"Fine without high winds",1,1
3,"20:40",Dry,"Fine without high winds",1,2
3,"19:40",Wet,"Raining without high winds",1,1
3,"16:30",Dry,"Fine without high winds",1,2
3,"21:42",Dry,"Fine without high winds",1,2
3,"02:34",Dry,"Fine without high winds",1,2
3,"21:41",Dry,"Fine without high winds",1,1
3,"20:40",Dry,"Fine without high winds",1,1
3,"06:10",Dry,"Fine without high winds",1,2
3,"09:41",Dry,"Fine without high winds",1,2
3,"11:25",Dry,"Fine without high winds",1,2
3,"15:55",Dry,"Fine without high winds",1,1
2,"13:15",Dry,"Fine without high winds",1,1
3,"07:40",Dry,"Fine without high winds",1,2
3,"06:36",Wet,"Raining without high winds",1,2
3,"08:42",Dry,"Fine without high winds",1,1
3,"16:15",Dry,"Fine without high winds",1,3
3,"16:40",Dry,"Fine without high winds",1,1
3,"15:48",Wet,"Raining without high winds",2,2
3,"06:56",Dry,"Fine without high winds",1,3
3,"13:39",Dry,"Fine without high winds",1,2
3,"18:25",Dry,"Fine without high winds",1,2
3,"12:00",Dry,"Fine without high winds",1,2
3,"06:38",Wet,"Raining without high winds",1,2
3,"08:15",Dry,"Fine without high winds",1,2
3,"02:06",Dry,"Fine without high winds",1,2
3,"15:10",Dry,"Fine without high winds",1,2
3,"22:30",Dry,"Fine without high winds",1,2
3,"07:10",Wet,"Raining without high winds",1,2
3,"22:11",Wet,"Raining without high winds",1,2
3,"07:10",Dry,"Fine without high winds",1,2
3,"21:20",Dry,"Fine without high winds",2,2
3,"09:40",Dry,"Fine without high winds",1,1
3,"09:25",Dry,"Fine without high winds",1,3
3,"18:30",Dry,"Fine without high winds",1,1
3,"07:59",Dry,"Fine without high winds",1,1
2,"06:38",Wet,"Raining without high winds",1,1
3,"22:05",Dry,"Fine without high winds",1,2
3,"10:15",Dry,"Fine without high winds",1,2
3,"10:45",Dry,"Fine without high winds",1,2
3,"03:00",Dry,"Fine without high winds",1,1
3,"14:30",Dry,"Fine without high winds",1,2
2,"17:29",Wet,"Fine without high winds",1,2
3,"17:33",Dry,"Fine without high winds",1,1
3,"22:40",Dry,"Fine without high winds",1,2
3,"18:40",Dry,"Fine without high winds",1,1
3,"01:20",Wet,"Raining without high winds",1,2
3,"06:45",Dry,"Fine without high winds",1,2
3,"21:05",Wet,"Fine without high winds",1,2
3,"08:10",Dry,"Fine without high winds",1,2
3,"19:10",Wet,"Fine without high winds",1,2
3,"08:30",Wet,"Fine without high winds",1,2
3,"14:25",Dry,"Fine without high winds",1,5
3,"19:20",Dry,"Fine without high winds",1,2
3,"15:30",Dry,"Fine without high winds",1,2
3,"13:00",Dry,"Fine without high winds",1,3
3,"21:15",Dry,"Fine without high winds",1,2
3,"12:52",Dry,"Fine without high winds",1,1
3,"18:53",Dry,"Fine without high winds",1,4
3,"13:00",Dry,"Fine without high winds",1,2
3,"23:12",Dry,"Fine without high winds",1,2
3,"17:25",Dry,"Fine without high winds",1,2
3,"11:10",Dry,"Fine without high winds",1,2
3,"11:56",Wet,"Raining without high winds",1,2
2,"14:35",Wet,"Raining without high winds",1,2
3,"00:07",Dry,"Fine without high winds",1,3
3,"10:40",Dry,"Fine without high winds",1,1
2,"19:40",Dry,"Fine without high winds",1,1
3,"16:15",Dry,"Fine without high winds",1,2
3,"10:30",Dry,"Fine without high winds",1,2
3,"08:18",Dry,"Fine without high winds",1,2
3,"14:45",Dry,"Fine without high winds",1,2
3,"15:13",Wet,"Raining without high winds",1,1
3,"07:40",Wet,"Raining without high winds",1,2
3,"08:42",Dry,"Fine without high winds",1,1
3,"17:36",Dry,"Fine without high winds",1,2
3,"09:46",Wet,"Raining without high winds",1,2
3,"15:20",Dry,"Fine without high winds",1,2
3,"17:10",Dry,"Fine without high winds",1,2
2,"16:15",Wet,"Raining without high winds",1,2
3,"11:50",Dry,"Fine without high winds",1,1
3,"08:58",Wet,"Raining without high winds",1,1
3,"15:48",Dry,"Fine without high winds",1,2
3,"15:45",Dry,"Fine without high winds",1,2
3,"15:35",Wet,"Raining without high winds",1,2
3,"07:20",Dry,"Fine without high winds",1,2
3,"17:33",Dry,"Fine without high winds",1,2
3,"15:20",Dry,"Fine without high winds",1,2
3,"12:50",Dry,"Fine without high winds",1,3
3,"00:10",Wet,"Raining without high winds",1,2
3,"22:10",Wet,"Raining without high winds",1,2
3,"08:39",Wet,"Raining without high winds",1,2
3,"07:30",Dry,"Fine without high winds",1,2
2,"23:57",Wet,"Raining without high winds",1,2
2,"23:45",Wet,"Raining without high winds",2,1
2,"12:28",Wet,"Raining without high winds",1,3
3,"11:30",Wet,"Other",1,2
3,"18:47",Wet,"Raining without high winds",1,1
3,"15:45",Dry,"Fine without high winds",1,2
2,"16:30",Wet,"Fine without high winds",2,2
3,"11:20",Dry,"Fine without high winds",1,2
3,"07:07",Wet,"Raining without high winds",1,1
3,"09:21",Wet,"Raining without high winds",1,2
2,"06:45",Wet,"Raining without high winds",1,3
3,"14:40",Dry,"Fine without high winds",1,2
3,"20:45",Wet,"Raining without high winds",1,3
2,"08:25",Wet,"Raining without high winds",1,2
3,"12:00",Dry,"Fine without high winds",1,2
3,"18:56",Dry,"Fine without high winds",1,1
3,"14:05",Dry,"Fine without high winds",1,2
3,"17:44",Dry,"Fine without high winds",1,2
2,"17:40",Dry,"Fine without high winds",1,1
3,"19:13",Wet,"Raining without high winds",1,2
3,"07:00",Wet,"Raining without high winds",1,2
3,"23:38",Wet,"Raining without high winds",1,1
3,"06:09",Wet,"Raining without high winds",1,1
3,"18:08",Wet,"Fine without high winds",1,2
3,"02:20",Wet,"Fine without high winds",1,2
3,"10:18",Dry,"Fine without high winds",1,2
3,"07:42",Wet,"Raining without high winds",1,5
3,"12:00",Wet,"Raining with high winds",1,1
3,"12:34",Dry,"Fine without high winds",1,1
2,"19:11",Wet,"Raining without high winds",1,2
3,"14:55",Dry,"Fine without high winds",1,2
3,"00:30",Wet,"Raining without high winds",1,2
3,"12:30",Wet,"Raining without high winds",1,3
3,"15:20",Dry,"Fine without high winds",1,2
3,"08:00",Wet,"Raining without high winds",1,2
3,"18:00",Dry,"Fine without high winds",1,2
3,"17:12",Dry,"Fine without high winds",1,1
3,"09:30",Dry,"Fine without high winds",1,2
3,"11:59",Wet,"Raining without high winds",1,1
3,"18:00",Wet,"Raining without high winds",1,1
3,"14:55",Dry,"Fine without high winds",1,2
3,"17:00",Dry,"Fine without high winds",1,1
3,"17:01",Wet,"Raining without high winds",1,2
3,"07:00",Dry,"Fine without high winds",1,2
3,"16:00",Wet,"Raining without high winds",1,2
3,"17:00",Wet,"Fine without high winds",1,2
3,"18:30",Dry,"Fine without high winds",1,2
3,"16:05",Dry,"Fine without high winds",1,1
3,"15:06",Dry,"Fine without high winds",1,1
3,"23:08",Wet,"Raining without high winds",1,3
3,"15:30",Dry,"Fine without high winds",1,2
3,"17:32",Dry,"Fine without high winds",1,3
3,"19:45",Dry,"Fine without high winds",1,2
3,"21:36",Dry,"Fine without high winds",1,1
3,"15:26",Dry,"Fine without high winds",1,1
3,"11:00",Dry,"Fine without high winds",1,2
3,"16:28",Dry,"Fine without high winds",1,1
3,"11:35",Dry,"Fine without high winds",1,2
3,"11:35",Dry,"Fine without high winds",1,2
3,"13:20",Wet,"Raining without high winds",1,1
3,"18:00",Dry,"Fine without high winds",1,1
2,"20:00",Wet,"Fine without high winds",1,2
3,"22:00",Wet,"Raining without high winds",1,2
3,"12:40",Dry,"Fine without high winds",1,2
3,"16:00",Dry,"Fine without high winds",1,2
2,"17:30",Dry,"Fine without high winds",1,2
3,"20:25",Wet,"Raining without high winds",1,2
3,"08:40",Dry,"Fine without high winds",1,1
3,"16:20",Dry,"Fine without high winds",1,1
3,"17:15",Dry,"Fine without high winds",1,2
3,"13:43",Dry,"Fine without high winds",1,2
3,"10:00",Frost,"Fine without high winds",1,1
3,"21:00",Wet,"Raining without high winds",1,3
3,"08:40",Dry,"Fine without high winds",2,2
3,"09:00",Dry,"Fine without high winds",1,2
3,"19:50",Frost,"Fine without high winds",1,1
3,"10:45",Dry,"Fine without high winds",1,2
3,"15:10",Dry,"Fine without high winds",1,1
3,"17:16",Dry,"Fine without high winds",1,1
3,"13:31",Dry,"Fine without high winds",1,1
3,"14:45",Dry,"Fine without high winds",1,2
3,"19:05",Dry,"Fine without high winds",1,2
3,"15:20",Dry,"Fine without high winds",1,1
3,"17:30",Dry,"Fine without high winds",1,2
3,"13:40",Dry,"Fine without high winds",1,2
2,"09:20",Dry,"Fine without high winds",1,2
3,"15:00",Dry,"Fine without high winds",1,2
3,"02:18",Dry,"Fine without high winds",1,2
3,"15:45",Dry,"Fine without high winds",1,1
3,"15:45",Dry,"Fine without high winds",1,2
3,"08:00",Wet,"Raining without high winds",1,1
3,"13:05",Dry,"Fine without high winds",1,4
3,"10:08",Dry,"Fine without high winds",1,1
2,"10:40",Dry,"Fine without high winds",1,1
3,"19:30",Dry,"Fine without high winds",1,2
3,"05:55",Dry,"Fine without high winds",1,2
3,"15:18",Wet,"Fine without high winds",1,2
3,"12:15",Dry,"Fine without high winds",1,1
3,"08:15",Wet,"Fine without high winds",1,1
3,"10:40",Dry,"Fine without high winds",1,1
3,"17:20",Dry,"Fine without high winds",1,1
3,"20:47",Wet,"Raining without high winds",1,2
3,"10:49",Wet,"Fine without high winds",1,3
3,"08:20",Frost,"Fine without high winds",1,2
3,"18:20",Wet,"Raining without high winds",1,3
3,"19:40",Dry,"Unknown",1,2
3,"08:15",Wet,"Fine without high winds",1,2
3,"22:50",Dry,"Fine without high winds",1,2
3,"15:10",Dry,"Fine without high winds",1,2
3,"21:25",Wet,"Raining without high winds",1,2
3,"17:45",Wet,"Fine without high winds",1,3
3,"10:16",Wet,"Fine without high winds",1,3
3,"09:08",Frost,"Fine without high winds",2,2
3,"07:39",Frost,"Fine without high winds",1,2
3,"08:40",Wet,"Fine without high winds",1,2
3,"17:20",Frost,"Fine without high winds",1,2
3,"13:50",Dry,"Fine without high winds",1,1
2,"18:45",Wet,"Raining without high winds",1,1
3,"18:20",Dry,"Fine without high winds",1,2
2,"11:00",Dry,"Fine without high winds",1,2
3,"11:03",Wet,"Raining without high winds",1,1
3,"19:30",Dry,"Fine without high winds",1,1
3,"17:13",Dry,"Fine without high winds",1,2
3,"19:05",Wet,"Fine without high winds",1,1
3,"10:55",Wet,"Raining without high winds",1,1
3,"13:37",Dry,"Fine without high winds",1,4
3,"23:00",Dry,"Fine without high winds",1,2
3,"10:35",Dry,"Fine without high winds",1,2
2,"19:20",Dry,"Fine without high winds",1,2
3,"08:50",Wet,"Fog or mist",1,2
2,"15:04",Wet,"Fine without high winds",1,2
3,"16:25",Dry,"Fine without high winds",1,2
2,"19:04",Dry,"Fine without high winds",1,2
3,"21:24",Wet,"Raining without high winds",1,1
3,"08:30",Dry,"Fine without high winds",1,2
3,"21:55",Wet,"Fine without high winds",1,2
3,"17:09",Dry,"Fine without high winds",1,2
3,"21:50",Wet,"Raining without high winds",1,1
3,"15:12",Dry,"Fine without high winds",1,1
3,"13:54",Dry,"Fine without high winds",1,2
2,"16:20",Dry,"Fine without high winds",1,2
3,"16:04",Dry,"Fine without high winds",1,3
3,"13:45",Dry,"Fine without high winds",1,1
3,"14:45",Dry,"Fine without high winds",1,2
3,"18:27",Wet,"Fine without high winds",1,1
2,"16:43",Wet,"Raining without high winds",1,1
2,"16:40",Wet,"Fine without high winds",1,2
3,"03:12",Dry,"Fine without high winds",1,1
3,"16:45",Wet,"Fine without high winds",1,2
3,"21:58",Wet,"Raining without high winds",1,1
3,"03:07",Frost,"Other",1,1
3,"23:23",Dry,"Fine without high winds",1,2
3,"08:00",Dry,"Fine without high winds",1,2
3,"15:25",Dry,"Fine without high winds",1,2
3,"19:55",Wet,"Fine without high winds",1,2
3,"09:35",Dry,"Fine without high winds",1,2
3,"16:00",Dry,"Fine without high winds",1,2
3,"13:20",Dry,"Fine without high winds",1,2
3,"07:15",Dry,"Fine without high winds",1,2
3,"19:00",Dry,"Fine without high winds",1,2
3,"22:24",Dry,"Fine without high winds",1,2
3,"11:30",Dry,"Fine without high winds",1,1
3,"22:43",Dry,"Fine without high winds",1,1
2,"14:55",Dry,"Fine without high winds",1,2
3,"14:15",Dry,"Fine without high winds",1,1
3,"17:10",Dry,"Fine without high winds",1,2
3,"16:05",Dry,"Fine without high winds",1,4
2,"15:06",Dry,"Fine without high winds",1,1
3,"17:14",Dry,"Fine without high winds",1,1
3,"06:25",Frost,"Other",1,1
3,"13:30",Dry,"Fine without high winds",1,1
3,"10:34",Frost,"Fine without high winds",2,1
3,"23:38",Dry,"Fine without high winds",1,2
3,"13:25",Wet,"Fine without high winds",1,2
3,"16:32",Dry,"Fine without high winds",1,1
3,"07:25",Dry,"Fine without high winds",1,2
3,"14:15",Dry,"Fine without high winds",1,1
3,"08:38",Dry,"Fine without high winds",1,2
3,"07:00",Wet,"Fine without high winds",1,2
2,"00:01",Wet,"Fine without high winds",1,2
3,"11:05",Dry,"Fine without high winds",1,2
3,"17:10",Dry,"Fine without high winds",1,2
3,"14:05",Wet,"Raining without high winds",1,1
3,"10:00",Dry,"Fine without high winds",1,3
3,"22:57",Dry,"Fine without high winds",1,2
3,"16:00",Dry,"Fine without high winds",1,2
3,"20:55",Dry,"Fine without high winds",1,2
3,"10:10",Dry,"Fine without high winds",1,1
3,"18:30",Dry,"Fine without high winds",1,2
3,"08:45",Wet,"Fine without high winds",1,2
3,"15:45",Dry,"Fine without high winds",1,2
2,"18:50",Dry,"Fine without high winds",1,2
3,"15:15",Dry,"Fine without high winds",1,1
3,"19:10",Dry,"Fine without high winds",1,2
3,"12:40",Dry,"Fine without high winds",1,2
3,"15:43",Dry,"Fine without high winds",1,2
3,"21:37",Dry,"Fine without high winds",1,2
3,"18:05",Dry,"Fine without high winds",1,1
3,"10:10",Wet,"Fine without high winds",1,1
3,"21:10",Dry,"Fine without high winds",1,2
3,"19:15",Dry,"Fine without high winds",1,1
3,"11:30",Dry,"Fine without high winds",1,2
3,"10:21",Dry,"Fine without high winds",1,1
3,"08:10",Dry,"Fine without high winds",1,2
3,"11:30",Dry,"Fine without high winds",1,2
2,"18:15",Dry,"Fine without high winds",1,2
3,"07:20",Frost,"Fog or mist",1,1
3,"14:40",Dry,"Fine without high winds",1,1
3,"20:05",Wet,"Other",1,3
3,"09:17",Dry,"Fine without high winds",1,4
2,"18:45",Wet,"Fine without high winds",1,1
3,"22:30",Wet,"Other",1,1
3,"08:57",Dry,"Fine without high winds",1,1
3,"17:22",Dry,"Fine without high winds",1,2
3,"12:32",Dry,"Fine without high winds",1,2
3,"16:30",Dry,"Fine without high winds",2,1
3,"18:30",Dry,"Fine without high winds",1,1
3,"11:05",Dry,"Fine without high winds",1,2
2,"22:40",Dry,"Fine without high winds",1,1
3,"16:55",Wet,"Raining without high winds",1,1
3,"11:38",Dry,"Fine without high winds",1,2
3,"00:25",Wet,"Fine without high winds",1,2
3,"16:55",Dry,"Fine without high winds",1,2
3,"15:50",Wet,"Fine without high winds",1,3
3,"22:40",Wet,"Fine without high winds",1,2
3,"22:15",Wet,"Raining without high winds",2,2
2,"09:20",Wet,"Fine without high winds",1,2
3,"20:34",Wet,"Fine without high winds",1,2
2,"15:15",Dry,"Fine without high winds",1,1
2,"16:25",Dry,"Fine without high winds",1,2
3,"13:51",Dry,"Fine without high winds",1,1
2,"13:00",Dry,"Fine without high winds",1,2
3,"15:15",Wet,"Fine without high winds",1,2
2,"15:10",Dry,"Fine without high winds",1,1
3,"21:50",Wet,"Unknown",1,2
3,"21:45",Dry,"Fine without high winds",1,2
3,"16:55",Dry,"Fine without high winds",1,1
3,"21:15",Wet,"Raining without high winds",1,2
3,"18:15",Dry,"Fine without high winds",1,3
3,"16:28",Wet,"Raining without high winds",1,1
3,"19:20",Wet,"Raining with high winds",1,2
3,"09:55",Dry,"Fine without high winds",1,1
3,"07:20",Dry,"Fine without high winds",1,2
3,"09:10",Dry,"Fine without high winds",1,2
3,"11:22",Dry,"Fine without high winds",1,2
3,"17:15",Wet,"Raining without high winds",1,2
3,"17:30",Wet,"Raining without high winds",1,2
3,"18:41",Dry,"Fine without high winds",1,1
3,"17:40",Dry,"Fine without high winds",1,3
3,"20:50",Dry,"Fine without high winds",1,1
3,"19:28",Dry,"Fine without high winds",1,2
3,"00:05",Dry,"Fine without high winds",1,1
3,"18:30",Dry,"Fine without high winds",1,2
3,"14:38",Wet,"Raining without high winds",1,2
3,"11:04",Wet,"Fine without high winds",1,2
3,"07:40",Dry,"Fine without high winds",1,1
3,"08:55",Wet,"Raining without high winds",1,1
3,"21:05",Dry,"Fine without high winds",1,2
3,"14:58",Dry,"Fine without high winds",1,1
3,"06:20",Dry,"Fine without high winds",1,2
3,"12:57",Dry,"Fine without high winds",1,1
3,"13:25",Dry,"Fine without high winds",2,2
3,"19:30",Dry,"Fine without high winds",1,2
3,"09:22",Wet,"Raining without high winds",1,2
3,"15:40",Dry,"Fine without high winds",1,3
3,"18:15",Dry,"Fine without high winds",1,2
2,"17:36",Dry,"Fine without high winds",1,2
3,"00:20",Dry,"Fine without high winds",1,2
3,"15:30",Dry,"Fine without high winds",1,2
3,"07:50",Dry,"Fine without high winds",1,2
3,"08:20",Wet,"Fine without high winds",1,2
3,"21:42",Wet,"Raining without high winds",1,2
3,"17:45",Dry,"Fine without high winds",1,2
3,"08:55",Dry,"Fine without high winds",1,2
2,"07:50",Dry,"Fine without high winds",1,2
3,"19:36",Dry,"Fine without high winds",1,2
3,"07:32",Dry,"Fine without high winds",1,1
3,"19:08",Dry,"Fine without high winds",1,2
3,"13:15",Dry,"Fine without high winds",1,2
3,"12:00",Dry,"Fine without high winds",1,2
3,"22:32",Dry,"Fine without high winds",1,2
3,"10:30",Dry,"Fine without high winds",1,2
3,"15:00",Wet,"Raining without high winds",1,3
3,"19:00",Wet,"Raining without high winds",1,2
3,"18:40",Dry,"Fine without high winds",1,2
3,"09:35",Wet,"Fine without high winds",1,2
3,"20:41",Dry,"Fine without high winds",1,2
3,"13:30",Dry,"Fine without high winds",1,2
3,"21:26",Wet,"Fine without high winds",1,3
3,"07:40",Wet,"Fine without high winds",1,2
3,"14:15",Dry,"Fine without high winds",1,2
3,"16:07",Dry,"Fine without high winds",1,2
3,"18:50",Wet,"Fine without high winds",1,1
3,"16:08",Wet,"Raining without high winds",1,2
3,"16:45",Wet,"Raining without high winds",1,2
3,"09:00",Wet,"Raining without high winds",1,2
3,"02:50",Dry,"Fine with high winds",1,1
3,"16:30",Wet,"Raining without high winds",1,2
3,"01:10",Dry,"Fine without high winds",1,1
